run_id,prompt_language,task,prompt_condition,model,requested_model,resolved_model,temperature,top_p,max_output_tokens,seed,config_name,config_version,prompt_path,prompt_sha256,done,n_trials,parse_success_rate,invalid_response_count,source_path,adjusted_average_pumps,advantageous_choice_rate,average_earning_per_balloon,average_net_outcome,average_pumps,average_reward_per_trial,deck_A_rate,deck_B_rate,deck_C_rate,deck_D_rate,directed_exploration,exploration_rate,explosion_rate,horizon_effect,learning_curve_change,learning_slope,n_balloons,n_games,net_score,post_explosion_adjustment,post_loss_switching_rate,random_exploration_effect,switching_rate
en:horizon:baseline:20260721,en,horizon,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260721,experiment_config_stage01,0.5,prompts/bandit/baseline.md,d9ef2caf1c1c2c75c6277a51e909bdce0a3cf77d593e0f5f0fd64374f82bc116,true,300,1.0,0,outputs\formal_v01\horizon_baseline_seed-20260721.json,,,,,,55.11333333333334,,,,,0.5,0.1357142857142857,,0.04999999999999999,,,,40,,,,1.2482198103159385,0.4013377926421405
en:horizon:baseline:20260722,en,horizon,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260722,experiment_config_stage01,0.5,prompts/bandit/baseline.md,d9ef2caf1c1c2c75c6277a51e909bdce0a3cf77d593e0f5f0fd64374f82bc116,true,300,1.0,0,outputs\formal_v01\horizon_baseline_seed-20260722.json,,,,,,52.093333333333334,,,,,0.5,0.15,,0.15000000000000002,,,,40,,,,1.9698360686563703,0.4414715719063545
en:horizon:baseline:20260723,en,horizon,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260723,experiment_config_stage01,0.5,prompts/bandit/baseline.md,d9ef2caf1c1c2c75c6277a51e909bdce0a3cf77d593e0f5f0fd64374f82bc116,true,300,1.0,0,outputs\formal_v01\horizon_baseline_seed-20260723.json,,,,,,50.903333333333336,,,,,0.65,0.1,,0.05,,,,40,,,,-0.1047046169227488,0.44816053511705684
en:horizon:baseline:20260724,en,horizon,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260724,experiment_config_stage01,0.5,prompts/bandit/baseline.md,d9ef2caf1c1c2c75c6277a51e909bdce0a3cf77d593e0f5f0fd64374f82bc116,true,300,1.0,0,outputs\formal_v01\horizon_baseline_seed-20260724.json,,,,,,49.35333333333333,,,,,0.55,0.15,,-0.05,,,,40,,,,-0.5688914345895695,0.4280936454849498
en:horizon:baseline:20260725,en,horizon,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260725,experiment_config_stage01,0.5,prompts/bandit/baseline.md,d9ef2caf1c1c2c75c6277a51e909bdce0a3cf77d593e0f5f0fd64374f82bc116,true,300,1.0,0,outputs\formal_v01\horizon_baseline_seed-20260725.json,,,,,,54.88666666666666,,,,,0.5,0.06428571428571428,,0.0,,,,40,,,,0.44381264428623046,0.43478260869565216
en:horizon:baseline:20260726,en,horizon,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260726,experiment_config_stage01,0.5,prompts/bandit/baseline.md,d9ef2caf1c1c2c75c6277a51e909bdce0a3cf77d593e0f5f0fd64374f82bc116,true,300,1.0,0,outputs\formal_v01\horizon_baseline_seed-20260726.json,,,,,,51.22,,,,,0.55,0.12857142857142856,,-0.05,,,,40,,,,1.2698304615291196,0.451505016722408
en:horizon:baseline:20260727,en,horizon,baseline,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260727,experiment_config_stage01,0.5,prompts/bandit/baseline.md,d9ef2caf1c1c2c75c6277a51e909bdce0a3cf77d593e0f5f0fd64374f82bc116,true,300,1.0,0,outputs\formal_v01\horizon_baseline_seed-20260727.json,,,,,,49.876666666666665,,,,,0.6,0.10714285714285714,,0.2,,,,40,,,,5.128396600689056,0.411371237458194
en:horizon:detailed:20260708,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260708,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260708.json,,,,,,54.3,,,,,0.6,0.09285714285714286,,0.15,,,,40,,,,2.5713988013016773,0.48494983277591974
en:horizon:detailed:20260709,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260709,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260709.json,,,,,,52.27,,,,,0.65,0.05714285714285714,,-0.05,,,,40,,,,-0.35296689292098726,0.3979933110367893
en:horizon:detailed:20260710,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260710,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260710.json,,,,,,53.25,,,,,0.5,0.09285714285714286,,0.05,,,,40,,,,0.14051664083112536,0.45484949832775917
en:horizon:detailed:20260711,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260711,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260711.json,,,,,,51.04,,,,,0.4,0.05714285714285714,,0.0,,,,40,,,,0.19434481697555794,0.4180602006688963
en:horizon:detailed:20260712,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260712,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260712.json,,,,,,55.49666666666667,,,,,0.55,0.06428571428571428,,0.05,,,,40,,,,0.7607684310012655,0.4180602006688963
en:horizon:detailed:20260713,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260713,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260713.json,,,,,,54.666666666666664,,,,,0.55,0.06428571428571428,,0.0,,,,40,,,,0.03753614601518729,0.43478260869565216
en:horizon:detailed:20260714,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260714,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260714.json,,,,,,54.35,,,,,0.55,0.07142857142857142,,0.0,,,,40,,,,-0.36547568290397825,0.4280936454849498
en:horizon:detailed:20260715,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260715,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260715.json,,,,,,53.87,,,,,0.55,0.06428571428571428,,0.0,,,,40,,,,-3.0681742792702127,0.43478260869565216
en:horizon:detailed:20260716,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260716,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260716.json,,,,,,53.39333333333333,,,,,0.6,0.07857142857142857,,-0.05,,,,40,,,,-1.0395416023160031,0.4180602006688963
en:horizon:detailed:20260717,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260717,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260717.json,,,,,,48.86333333333334,,,,,0.7,0.11428571428571428,,0.04999999999999999,,,,40,,,,1.0431439345262619,0.4682274247491639
en:horizon:detailed:20260718,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260718,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260718.json,,,,,,53.14333333333333,,,,,0.55,0.05714285714285714,,-0.05,,,,40,,,,-0.7398661361786902,0.39464882943143814
en:horizon:detailed:20260719,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260719,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260719.json,,,,,,53.75333333333333,,,,,0.4,0.07857142857142857,,-0.05,,,,40,,,,-1.4620357190933717,0.3712374581939799
en:horizon:detailed:20260720,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260720,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260720.json,,,,,,50.51,,,,,0.65,0.07857142857142857,,0.05,,,,40,,,,4.220657009592776,0.411371237458194
en:horizon:detailed:20260721,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260721,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260721.json,,,,,,55.35333333333333,,,,,0.7,0.05714285714285714,,-0.04999999999999999,,,,40,,,,-0.4379390203309761,0.39464882943143814
en:horizon:detailed:20260722,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260722,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260722.json,,,,,,52.053333333333335,,,,,0.65,0.1357142857142857,,-0.09999999999999999,,,,40,,,,0.2374413837184588,0.4280936454849498
en:horizon:detailed:20260723,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260723,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260723.json,,,,,,50.99,,,,,0.75,0.1,,0.05,,,,40,,,,-0.1935167119843788,0.4280936454849498
en:horizon:detailed:20260724,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260724,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260724.json,,,,,,49.653333333333336,,,,,0.55,0.12142857142857143,,-0.2,,,,40,,,,-4.383964905040163,0.43812709030100333
en:horizon:detailed:20260725,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260725,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260725.json,,,,,,55.08,,,,,0.6,0.06428571428571428,,0.1,,,,40,,,,0.4979665585941895,0.4214046822742475
en:horizon:detailed:20260726,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260726,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260726.json,,,,,,51.72666666666667,,,,,0.5,0.08571428571428572,,0.0,,,,40,,,,-0.0719664619379512,0.43812709030100333
en:horizon:detailed:20260727,en,horizon,detailed,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260727,experiment_config_stage01,0.5,prompts/bandit/detailed.md,1a1374b5af26f83d9dcf55ea8bc182ba0e0fb85bf2866694a177b5940fc09d40,true,300,1.0,0,outputs\formal_v01\horizon_detailed_seed-20260727.json,,,,,,50.15,,,,,0.6,0.07857142857142857,,0.1,,,,40,,,,-0.22160514419821453,0.411371237458194
en:horizon:role_human:20260708,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260708,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260708.json,,,,,,54.04,,,,,0.35,0.1,,0.05,,,,40,,,,1.3927257408314984,0.45819397993311034
en:horizon:role_human:20260709,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260709,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260709.json,,,,,,52.24333333333333,,,,,0.6,0.05,,-0.1,,,,40,,,,-0.12827852417062058,0.3779264214046823
en:horizon:role_human:20260710,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260710,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260710.json,,,,,,53.303333333333335,,,,,0.45,0.05714285714285714,,0.1,,,,40,,,,0.35824025043645236,0.4080267558528428
en:horizon:role_human:20260711,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260711,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260711.json,,,,,,50.88,,,,,0.35,0.05714285714285714,,-0.05,,,,40,,,,0.11753560210748804,0.40468227424749165
en:horizon:role_human:20260712,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260712,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260712.json,,,,,,55.42333333333333,,,,,0.5,0.05714285714285714,,0.05,,,,40,,,,0.9741709620099934,0.411371237458194
en:horizon:role_human:20260713,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260713,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260713.json,,,,,,54.81333333333333,,,,,0.55,0.05,,0.0,,,,40,,,,0.22923644023635914,0.41471571906354515
en:horizon:role_human:20260714,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260714,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260714.json,,,,,,54.36333333333334,,,,,0.55,0.06428571428571428,,0.0,,,,40,,,,0.02244880456998466,0.41471571906354515
en:horizon:role_human:20260715,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260715,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260715.json,,,,,,53.843333333333334,,,,,0.5,0.07142857142857142,,-0.05,,,,40,,,,0.3711371974393307,0.4280936454849498
en:horizon:role_human:20260716,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260716,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260716.json,,,,,,53.28,,,,,0.45,0.16428571428571428,,0.0,,,,40,,,,0.7190377627845201,0.46488294314381273
en:horizon:role_human:20260717,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260717,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260717.json,,,,,,48.86333333333334,,,,,0.5,0.1357142857142857,,0.04999999999999999,,,,40,,,,0.6469736120432796,0.4682274247491639
en:horizon:role_human:20260718,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260718,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260718.json,,,,,,52.97,,,,,0.55,0.06428571428571428,,-0.05,,,,40,,,,-0.21550156967049494,0.4013377926421405
en:horizon:role_human:20260719,en,horizon,role_human,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,0.7,1.0,16,20260719,experiment_config_stage01,0.5,prompts/bandit/role_human.md,927ae942eff1763a7d91f4e32fbbb6f72e5987e4bda9b54d033c77da02650815,true,300,1.0,0,outputs\formal_v01\horizon_role_human_seed-20260719.json,,,,,,53.74,,,,,0.4,0.09285714285714286,,-0.05,,,,40,,,,-1.236218805089194,0.3712374581939799
